date,store_id,category,is_promotion,foot_traffic,marketing_spend_usd,revenue_usd
2023-01-06,Store-North,Beauty,1,53,167.32,1124.74
2023-01-06,Store-South,Electronics,0,37,40.78,1038.65
2023-01-06,Store-South,Apparel,0,41,49.58,763.64
2023-01-06,Store-South,Home & Kitchen,0,49,31.73,900.0
2023-01-06,Store-South,Beauty,0,29,33.75,746.92
2023-01-06,Store-East,Electronics,0,34,15.95,1166.83
2023-01-06,Store-East,Apparel,0,50,20.3,794.92
2023-01-06,Store-East,Home & Kitchen,0,27,3.22,838.7
2023-01-06,Store-East,Beauty,0,47,31.01,739.83
2023-01-06,Store-West,Electronics,1,47,126.49,1643.44
2023-01-06,Store-West,Apparel,0,23,22.26,812.47
2023-01-06,Store-West,Home & Kitchen,1,38,177.18,989.8
2023-01-06,Store-West,Beauty,0,28,12.11,742.72
2023-01-07,Store-North,Electronics,0,59,1.87,1451.41
2023-01-07,Store-North,Apparel,0,29,46.39,921.57
2023-01-07,Store-North,Home & Kitchen,0,28,27.09,939.84
2023-01-07,Store-North,Beauty,0,39,19.97,1160.66
2023-01-07,Store-South,Electronics,0,41,13.6,1388.15
2023-01-07,Store-South,Apparel,0,49,19.15,1229.22
2023-01-07,Store-South,Home & Kitchen,1,63,75.68,1340.64
2023-01-07,Store-South,Beauty,0,57,26.13,921.84
2023-01-07,Store-East,Electronics,0,55,37.35,1738.13
2023-01-07,Store-East,Apparel,0,57,12.83,1216.94
2023-01-07,Store-East,Home & Kitchen,0,49,47.18,1133.44
2023-01-07,Store-East,Beauty,0,70,2.0,1068.86
2023-01-07,Store-West,Electronics,0,83,5.8,1708.95
2023-01-07,Store-West,Apparel,0,68,7.94,1184.68
2023-01-07,Store-West,Home & Kitchen,0,30,24.99,1010.83
2023-01-07,Store-West,Beauty,0,34,48.33,1106.13
2023-01-08,Store-North,Electronics,0,51,24.75,1420.99
2023-01-08,Store-North,Apparel,0,60,8.37,1177.19
2023-01-08,Store-North,Home & Kitchen,0,63,25.23,1016.29
2023-01-08,Store-North,Beauty,0,41,44.88,926.07
2023-01-08,Store-South,Electronics,0,92,24.86,1745.31
2023-01-08,Store-South,Apparel,0,50,45.17,1069.22
2023-01-08,Store-South,Home & Kitchen,0,31,11.55,1096.81
2023-01-08,Store-South,Beauty,1,45,276.18,1399.46
2023-01-08,Store-East,Electronics,0,77,33.28,1806.7
2023-01-08,Store-East,Apparel,0,42,29.9,1229.65
2023-01-08,Store-East,Home & Kitchen,0,32,18.88,987.02
2023-01-08,Store-East,Beauty,0,36,17.57,1028.66
2023-01-08,Store-West,Electronics,0,89,8.07,1702.31
2023-01-08,Store-West,Apparel,0,62,41.27,1152.89
2023-01-08,Store-West,Home & Kitchen,0,55,17.55,1009.15
2023-01-08,Store-West,Beauty,0,33,6.64,1136.59
2023-01-09,Store-North,Electronics,0,37,19.26,1325.99
2023-01-09,Store-North,Apparel,0,38,6.14,767.96
2023-01-09,Store-North,Home & Kitchen,0,32,31.19,685.46
2023-01-09,Store-North,Beauty,0,48,14.09,913.78
2023-01-09,Store-South,Electronics,1,95,208.48,1784.24
2023-01-09,Store-South,Apparel,1,57,169.19,1221.79
2023-01-09,Store-South,Home & Kitchen,0,23,30.0,699.6
2023-01-09,Store-South,Beauty,1,45,199.05,1172.28
2023-01-09,Store-East,Electronics,0,36,48.98,1083.87
2023-01-09,Store-East,Apparel,0,36,39.35,750.73
2023-01-09,Store-East,Home & Kitchen,0,39,30.14,819.67
2023-01-09,Store-East,Beauty,0,37,48.09,750.8
2023-01-09,Store-West,Electronics,0,68,21.17,1158.46
2023-01-09,Store-West,Apparel,0,22,41.05,744.32
2023-01-09,Store-West,Home & Kitchen,0,46,40.37,751.11
2023-01-09,Store-West,Beauty,0,30,23.55,690.54
2023-01-10,Store-North,Electronics,0,69,35.63,1176.35
2023-01-10,Store-North,Apparel,0,25,34.11,849.32
2023-01-10,Store-North,Home & Kitchen,0,35,32.14,889.46
2023-01-10,Store-North,Beauty,0,55,23.96,828.34
2023-01-10,Store-South,Electronics,0,31,26.68,1047.02
2023-01-10,Store-South,Apparel,1,66,59.98,1231.54
2023-01-10,Store-South,Home & Kitchen,0,40,0.45,906.89
2023-01-10,Store-South,Beauty,0,28,38.63,906.49
2023-01-10,Store-East,Electronics,0,55,11.97,1207.58
2023-01-10,Store-East,Apparel,0,28,47.53,793.5
2023-01-10,Store-East,Home & Kitchen,1,40,137.23,1266.77
2023-01-10,Store-East,Beauty,0,30,43.37,782.88
2023-01-10,Store-West,Electronics,0,54,20.7,1215.76
2023-01-10,Store-West,Apparel,0,36,19.12,765.97
2023-01-10,Store-West,Home & Kitchen,0,21,13.82,715.99
2023-01-10,Store-West,Beauty,1,51,61.19,1045.94
2023-01-11,Store-North,Electronics,1,64,72.41,1798.28
2023-01-11,Store-North,Apparel,0,40,9.49,898.73
2023-01-11,Store-North,Home & Kitchen,0,37,18.03,884.26
2023-01-11,Store-North,Beauty,0,29,26.2,838.15
2023-01-11,Store-South,Electronics,0,49,1.07,1089.27
2023-01-11,Store-South,Apparel,0,32,14.79,828.0
2023-01-11,Store-South,Home & Kitchen,0,28,40.55,761.94
2023-01-11,Store-South,Beauty,0,48,7.77,722.71
2023-01-11,Store-East,Electronics,0,51,7.35,1335.22
2023-01-11,Store-East,Apparel,0,32,9.23,849.21
2023-01-11,Store-East,Home & Kitchen,0,26,18.21,772.94
2023-01-11,Store-East,Beauty,0,40,21.89,709.6
2023-01-11,Store-West,Electronics,0,43,35.01,1044.36
2023-01-11,Store-West,Apparel,0,24,48.01,723.29
2023-01-11,Store-West,Home & Kitchen,0,35,28.41,910.53
2023-01-11,Store-West,Beauty,0,39,13.44,871.92
2023-01-12,Store-North,Electronics,0,46,34.25,1369.61
2023-01-12,Store-North,Apparel,0,25,23.19,806.35
2023-01-12,Store-North,Home & Kitchen,0,25,21.46,880.84
2023-01-12,Store-North,Beauty,1,69,166.65,1133.85
2023-01-12,Store-South,Electronics,0,34,46.0,1039.45
2023-01-12,Store-South,Apparel,0,22,14.56,710.09
2023-01-12,Store-South,Home & Kitchen,0,31,27.61,872.8
2023-01-12,Store-South,Beauty,0,27,49.8,892.8
2023-01-12,Store-East,Electronics,0,42,5.86,1281.0
2023-01-12,Store-East,Apparel,0,44,37.03,745.04
2023-01-12,Store-East,Home & Kitchen,1,46,102.67,1069.17
2023-01-12,Store-East,Beauty,0,45,42.98,910.04
2023-01-12,Store-West,Electronics,0,32,34.59,1120.13
2023-01-12,Store-West,Apparel,0,27,19.15,754.11
2023-01-12,Store-West,Home & Kitchen,0,33,37.21,738.44
2023-01-12,Store-West,Beauty,0,26,13.37,902.2
2023-01-13,Store-North,Electronics,0,56,25.72,1158.85
2023-01-13,Store-North,Apparel,0,49,47.34,872.05
2023-01-13,Store-North,Home & Kitchen,0,26,38.49,842.78
2023-01-13,Store-North,Beauty,0,35,47.89,872.84
2023-01-13,Store-South,Electronics,1,67,86.5,1722.18
2023-01-13,Store-South,Apparel,0,24,19.9,866.53
2023-01-13,Store-South,Home & Kitchen,0,26,8.37,844.09
2023-01-13,Store-South,Beauty,0,24,7.77,760.86
2023-01-13,Store-East,Electronics,0,54,30.47,1243.85
2023-01-13,Store-East,Apparel,0,27,35.98,876.83
2023-01-13,Store-East,Home & Kitchen,0,24,14.47,852.84
2023-01-13,Store-East,Beauty,0,31,38.39,774.73
2023-01-13,Store-West,Electronics,1,57,89.15,1554.39
2023-01-13,Store-West,Apparel,0,23,42.88,781.06
2023-01-13,Store-West,Home & Kitchen,0,48,5.75,852.62
2023-01-13,Store-West,Beauty,1,31,210.2,1088.95
2023-01-14,Store-North,Electronics,1,143,53.13,2352.13
2023-01-14,Store-North,Apparel,0,27,49.02,929.04
2023-01-14,Store-North,Home & Kitchen,0,41,13.38,1014.44
2023-01-14,Store-North,Beauty,0,40,18.01,937.97
2023-01-14,Store-South,Electronics,0,57,20.82,1379.88
2023-01-14,Store-South,Apparel,0,48,34.43,966.44
2023-01-14,Store-South,Home & Kitchen,1,53,238.73,1574.2
2023-01-14,Store-South,Beauty,0,42,20.27,998.41
2023-01-14,Store-East,Electronics,0,85,1.14,1384.86
2023-01-14,Store-East,Apparel,0,52,27.7,1113.83
2023-01-14,Store-East,Home & Kitchen,0,39,6.65,941.94
2023-01-14,Store-East,Beauty,1,72,228.73,1663.19
2023-01-14,Store-West,Electronics,0,47,8.48,1460.69
2023-01-14,Store-West,Apparel,0,38,26.97,1082.32
2023-01-14,Store-West,Home & Kitchen,0,42,7.53,1092.86
2023-01-14,Store-West,Beauty,1,67,61.06,1343.42
2023-01-15,Store-North,Electronics,0,48,29.53,1518.53
2023-01-15,Store-North,Apparel,1,102,67.35,1684.51
2023-01-15,Store-North,Home & Kitchen,0,32,9.42,1023.4
2023-01-15,Store-North,Beauty,0,61,48.99,1165.42
2023-01-15,Store-South,Electronics,0,73,46.96,1577.71
2023-01-15,Store-South,Apparel,0,41,23.71,1152.47
2023-01-15,Store-South,Home & Kitchen,0,65,7.38,1013.22
2023-01-15,Store-South,Beauty,1,54,132.48,1658.69
2023-01-15,Store-East,Electronics,0,55,12.3,1457.29
2023-01-15,Store-East,Apparel,0,30,40.8,1043.91
2023-01-15,Store-East,Home & Kitchen,0,41,47.0,1038.32
2023-01-15,Store-East,Beauty,1,41,84.36,1297.24
2023-01-15,Store-West,Electronics,0,89,34.05,1508.86
2023-01-15,Store-West,Apparel,1,40,210.12,1333.86
2023-01-15,Store-West,Home & Kitchen,0,30,4.16,1043.42
2023-01-15,Store-West,Beauty,0,29,39.06,1017.31
2023-01-16,Store-North,Electronics,0,33,16.6,1134.68
2023-01-16,Store-North,Apparel,0,26,13.52,901.18
2023-01-16,Store-North,Home & Kitchen,1,40,226.95,1249.91
2023-01-16,Store-North,Beauty,1,42,246.13,1003.05
2023-01-16,Store-South,Electronics,1,81,115.55,1675.83
2023-01-16,Store-South,Apparel,0,40,49.23,815.08
2023-01-16,Store-South,Home & Kitchen,0,25,17.03,865.46
2023-01-16,Store-South,Beauty,0,21,6.78,721.62
2023-01-16,Store-East,Electronics,0,38,31.29,1024.47
2023-01-16,Store-East,Apparel,0,38,24.11,776.19
2023-01-16,Store-East,Home & Kitchen,0,26,29.86,832.53
2023-01-16,Store-East,Beauty,0,29,43.62,909.35
2023-01-16,Store-West,Electronics,0,58,48.82,1119.16
2023-01-16,Store-West,Apparel,0,31,12.23,882.06
2023-01-16,Store-West,Home & Kitchen,1,32,120.87,1050.83
2023-01-16,Store-West,Beauty,1,64,184.0,1015.39
2023-01-17,Store-North,Electronics,0,74,40.28,1271.04
2023-01-17,Store-North,Apparel,1,47,98.18,971.65
2023-01-17,Store-North,Home & Kitchen,0,50,1.95,828.43
2023-01-17,Store-North,Beauty,0,32,42.35,815.81
2023-01-17,Store-South,Electronics,0,52,35.55,1344.44
2023-01-17,Store-South,Apparel,1,47,117.44,1040.72
2023-01-17,Store-South,Home & Kitchen,1,45,210.2,1021.5
2023-01-17,Store-South,Beauty,0,44,12.88,706.53
2023-01-17,Store-East,Electronics,0,48,35.19,1346.28
2023-01-17,Store-East,Apparel,0,23,46.53,761.89
2023-01-17,Store-East,Home & Kitchen,0,26,42.23,902.45
2023-01-17,Store-East,Beauty,0,23,26.95,730.91
2023-01-17,Store-West,Electronics,1,92,205.81,1747.84
2023-01-17,Store-West,Apparel,1,44,77.69,1081.61
2023-01-17,Store-West,Home & Kitchen,0,33,4.07,802.1
2023-01-17,Store-West,Beauty,0,39,25.59,877.32
2023-01-18,Store-North,Electronics,0,58,25.29,1058.99
2023-01-18,Store-North,Apparel,0,40,28.71,854.38
2023-01-18,Store-North,Home & Kitchen,0,33,8.21,692.85
2023-01-18,Store-North,Beauty,0,52,41.65,893.56
2023-01-18,Store-South,Electronics,0,54,28.8,1196.2
2023-01-18,Store-South,Apparel,0,36,27.01,809.35
2023-01-18,Store-South,Home & Kitchen,0,33,2.99,843.35
2023-01-18,Store-South,Beauty,0,26,11.09,845.64
2023-01-18,Store-East,Electronics,0,60,37.24,1372.3
2023-01-18,Store-East,Apparel,0,49,36.83,780.6
2023-01-18,Store-East,Home & Kitchen,0,37,29.56,879.14
2023-01-18,Store-East,Beauty,1,77,291.04,1197.12
2023-01-18,Store-West,Electronics,1,46,103.1,1616.14
2023-01-18,Store-West,Apparel,0,25,20.08,812.74
2023-01-18,Store-West,Home & Kitchen,0,36,8.43,696.49
2023-01-18,Store-West,Beauty,0,44,15.63,919.33
2023-01-19,Store-North,Electronics,1,57,279.15,1758.77
2023-01-19,Store-North,Apparel,0,24,9.36,736.81
2023-01-19,Store-North,Home & Kitchen,0,32,12.7,874.78
2023-01-19,Store-North,Beauty,1,47,234.76,1162.22
2023-01-19,Store-South,Electronics,0,68,22.05,1089.17
2023-01-19,Store-South,Apparel,0,31,16.18,816.89
2023-01-19,Store-South,Home & Kitchen,0,30,40.26,794.79
2023-01-19,Store-South,Beauty,0,34,38.8,740.86
2023-01-19,Store-East,Electronics,0,43,27.34,1281.58
2023-01-19,Store-East,Apparel,0,26,38.71,872.12
2023-01-19,Store-East,Home & Kitchen,0,34,26.61,720.81
2023-01-19,Store-East,Beauty,1,42,77.77,979.77
2023-01-19,Store-West,Electronics,1,51,277.69,1627.79
2023-01-19,Store-West,Apparel,0,25,33.68,817.93
2023-01-19,Store-West,Home & Kitchen,0,35,33.29,847.55
2023-01-19,Store-West,Beauty,0,31,44.83,844.6
2023-01-20,Store-North,Electronics,0,45,46.54,1171.84
2023-01-20,Store-North,Apparel,0,36,40.55,802.35
2023-01-20,Store-North,Home & Kitchen,0,44,16.72,712.75
2023-01-20,Store-North,Beauty,0,54,21.62,833.64
2023-01-20,Store-South,Electronics,0,41,8.67,1204.09
2023-01-20,Store-South,Apparel,0,57,29.21,887.17
2023-01-20,Store-South,Home & Kitchen,0,21,26.84,682.48
2023-01-20,Store-South,Beauty,0,26,18.62,818.45
2023-01-20,Store-East,Electronics,1,88,82.08,1659.7
2023-01-20,Store-East,Apparel,0,36,32.45,765.89
2023-01-20,Store-East,Home & Kitchen,0,27,20.31,723.84
2023-01-20,Store-East,Beauty,0,28,20.45,788.68
2023-01-20,Store-West,Electronics,1,81,139.06,1549.82
2023-01-20,Store-West,Apparel,1,37,161.82,1192.31
2023-01-20,Store-West,Home & Kitchen,0,38,42.52,846.73
2023-01-20,Store-West,Beauty,0,22,33.79,689.38
2023-01-21,Store-North,Electronics,0,49,6.7,1633.54
2023-01-21,Store-North,Apparel,1,63,110.59,1606.64
2023-01-21,Store-North,Home & Kitchen,1,63,285.86,1700.22
2023-01-21,Store-North,Beauty,0,67,19.14,1008.83
2023-01-21,Store-South,Electronics,0,60,46.88,1706.51
2023-01-21,Store-South,Apparel,0,40,25.81,972.16
2023-01-21,Store-South,Home & Kitchen,0,37,47.77,1032.0
2023-01-21,Store-South,Beauty,0,65,32.24,1075.74
2023-01-21,Store-East,Electronics,0,45,29.46,1545.16
2023-01-21,Store-East,Apparel,1,86,274.7,1411.02
2023-01-21,Store-East,Home & Kitchen,0,52,45.19,1233.56
2023-01-21,Store-East,Beauty,0,46,45.26,1005.79
2023-01-21,Store-West,Electronics,1,79,153.57,2383.86
2023-01-21,Store-West,Apparel,0,45,30.31,1214.84
2023-01-21,Store-West,Home & Kitchen,0,47,5.99,969.88
2023-01-21,Store-West,Beauty,0,70,8.2,1166.78
2023-01-22,Store-North,Electronics,0,66,10.07,1382.99
2023-01-22,Store-North,Apparel,0,37,29.29,1055.07
2023-01-22,Store-North,Home & Kitchen,0,40,34.79,1136.33
2023-01-22,Store-North,Beauty,0,44,2.4,1215.65
2023-01-22,Store-South,Electronics,0,79,8.73,1397.09
2023-01-22,Store-South,Apparel,0,31,20.52,931.2
2023-01-22,Store-South,Home & Kitchen,0,45,35.76,1004.12
2023-01-22,Store-South,Beauty,0,40,21.5,975.59
2023-01-22,Store-East,Electronics,0,64,49.89,1744.75
2023-01-22,Store-East,Apparel,0,44,36.29,1017.39
2023-01-22,Store-East,Home & Kitchen,0,62,26.42,1191.6
2023-01-22,Store-East,Beauty,0,41,42.85,997.16
2023-01-22,Store-West,Electronics,0,60,37.43,1697.15
2023-01-22,Store-West,Apparel,0,53,39.33,977.51
2023-01-22,Store-West,Home & Kitchen,0,41,32.71,987.35
2023-01-22,Store-West,Beauty,0,34,29.59,1009.76
2023-01-23,Store-North,Electronics,0,38,35.54,1187.14
2023-01-23,Store-North,Apparel,0,25,39.2,871.64
2023-01-23,Store-North,Home & Kitchen,0,25,14.66,810.87
2023-01-23,Store-North,Beauty,0,42,48.45,779.86
2023-01-23,Store-South,Electronics,1,65,154.56,1667.72
2023-01-23,Store-South,Apparel,0,25,30.49,694.35
2023-01-23,Store-South,Home & Kitchen,0,25,31.26,694.71
2023-01-23,Store-South,Beauty,0,38,30.12,757.76
2023-01-23,Store-East,Electronics,1,51,228.09,1552.41
2023-01-23,Store-East,Apparel,0,27,40.21,885.74
2023-01-23,Store-East,Home & Kitchen,0,55,13.47,856.37
2023-01-23,Store-East,Beauty,0,44,22.55,696.39
2023-01-23,Store-West,Electronics,0,45,33.28,1340.27
2023-01-23,Store-West,Apparel,0,41,1.86,791.14
2023-01-23,Store-West,Home & Kitchen,0,48,46.43,878.34
2023-01-23,Store-West,Beauty,0,35,15.16,757.2
2023-01-24,Store-North,Electronics,0,42,14.99,1189.01
2023-01-24,Store-North,Apparel,0,40,13.51,748.34
2023-01-24,Store-North,Home & Kitchen,0,22,36.38,772.35
2023-01-24,Store-North,Beauty,0,30,2.8,842.84
2023-01-24,Store-South,Electronics,0,42,9.53,1046.23
2023-01-24,Store-South,Apparel,1,52,261.03,1097.76
2023-01-24,Store-South,Home & Kitchen,0,48,40.65,743.33
2023-01-24,Store-South,Beauty,0,33,36.82,881.31
2023-01-24,Store-East,Electronics,1,58,77.27,1914.63
2023-01-24,Store-East,Apparel,0,42,36.5,884.11
2023-01-24,Store-East,Home & Kitchen,0,29,14.56,860.37
2023-01-24,Store-East,Beauty,1,39,153.08,1026.38
2023-01-24,Store-West,Electronics,1,52,77.66,1679.14
2023-01-24,Store-West,Apparel,0,27,17.18,855.18
2023-01-24,Store-West,Home & Kitchen,0,40,10.68,810.29
2023-01-24,Store-West,Beauty,0,26,9.87,905.55
2023-01-25,Store-North,Electronics,1,59,222.25,1520.94
2023-01-25,Store-North,Apparel,0,27,28.27,686.27
2023-01-25,Store-North,Home & Kitchen,0,25,21.09,790.05
2023-01-25,Store-North,Beauty,0,40,10.97,725.71
2023-01-25,Store-South,Electronics,1,67,258.49,1539.0
2023-01-25,Store-South,Apparel,0,40,26.11,865.6
2023-01-25,Store-South,Home & Kitchen,0,22,37.15,700.89
2023-01-25,Store-South,Beauty,0,28,6.54,905.02
2023-01-25,Store-East,Electronics,0,78,22.12,1291.6
2023-01-25,Store-East,Apparel,0,40,12.36,817.8
2023-01-25,Store-East,Home & Kitchen,0,45,34.2,843.09
2023-01-25,Store-East,Beauty,0,34,19.36,699.17
2023-01-25,Store-West,Electronics,0,56,7.84,1036.89
2023-01-25,Store-West,Apparel,0,47,15.35,733.64
2023-01-25,Store-West,Home & Kitchen,0,25,37.39,707.85
2023-01-25,Store-West,Beauty,0,34,29.8,843.79
2023-01-26,Store-North,Electronics,0,35,38.87,1185.53
2023-01-26,Store-North,Apparel,0,24,31.76,750.45
2023-01-26,Store-North,Home & Kitchen,0,23,12.73,687.21
2023-01-26,Store-North,Beauty,0,33,2.35,825.69
2023-01-26,Store-South,Electronics,0,35,38.21,1162.42
2023-01-26,Store-South,Apparel,0,42,13.43,888.69
2023-01-26,Store-South,Home & Kitchen,0,27,9.32,808.35
2023-01-26,Store-South,Beauty,0,27,48.31,876.05
2023-01-26,Store-East,Electronics,1,60,277.2,1759.54
2023-01-26,Store-East,Apparel,0,24,32.84,692.61
2023-01-26,Store-East,Home & Kitchen,0,27,17.91,699.09
2023-01-26,Store-East,Beauty,1,34,240.89,1137.18
2023-01-26,Store-West,Electronics,0,34,44.53,1062.26
2023-01-26,Store-West,Apparel,0,34,18.15,821.38
2023-01-26,Store-West,Home & Kitchen,0,33,40.75,895.09
2023-01-26,Store-West,Beauty,0,23,13.73,755.13
2023-01-27,Store-North,Electronics,0,55,3.5,1354.73
2023-01-27,Store-North,Apparel,0,44,16.5,758.51
2023-01-27,Store-North,Home & Kitchen,0,33,28.94,758.22
2023-01-27,Store-North,Beauty,0,44,20.03,718.93
2023-01-27,Store-South,Electronics,0,31,45.16,1069.02
2023-01-27,Store-South,Apparel,0,52,17.52,816.65
2023-01-27,Store-South,Home & Kitchen,0,25,12.73,759.44
2023-01-27,Store-South,Beauty,0,33,8.78,728.53
2023-01-27,Store-East,Electronics,0,61,24.1,1133.51
2023-01-27,Store-East,Apparel,0,25,11.14,804.12
2023-01-27,Store-East,Home & Kitchen,1,38,127.81,994.58
2023-01-27,Store-East,Beauty,0,49,0.0,893.17
2023-01-27,Store-West,Electronics,0,31,16.07,1032.54
2023-01-27,Store-West,Apparel,0,51,44.36,782.52
2023-01-27,Store-West,Home & Kitchen,0,35,35.03,821.72
2023-01-27,Store-West,Beauty,0,37,42.3,822.14
2023-01-28,Store-North,Electronics,0,86,26.63,1583.08
2023-01-28,Store-North,Apparel,0,44,27.09,1123.31
2023-01-28,Store-North,Home & Kitchen,0,36,17.39,1011.05
2023-01-28,Store-North,Beauty,1,53,67.72,1672.27
2023-01-28,Store-South,Electronics,1,119,212.9,2441.93
2023-01-28,Store-South,Apparel,0,56,8.92,1060.66
2023-01-28,Store-South,Home & Kitchen,0,34,24.57,962.6
2023-01-28,Store-South,Beauty,0,50,24.41,947.06
2023-01-28,Store-East,Electronics,0,57,47.84,1540.97
2023-01-28,Store-East,Apparel,0,56,39.26,982.65
2023-01-28,Store-East,Home & Kitchen,1,79,280.4,1500.94
2023-01-28,Store-East,Beauty,0,57,7.13,1139.92
2023-01-28,Store-West,Electronics,1,70,141.33,2146.35
2023-01-28,Store-West,Apparel,1,52,294.18,1309.99
2023-01-28,Store-West,Home & Kitchen,0,31,1.57,970.71
2023-01-28,Store-West,Beauty,0,56,9.72,944.66
2023-01-29,Store-North,Electronics,0,47,12.81,1566.87
2023-01-29,Store-North,Apparel,0,32,16.8,1059.66
2023-01-29,Store-North,Home & Kitchen,0,37,49.97,966.36
2023-01-29,Store-North,Beauty,0,60,19.67,1075.48
2023-01-29,Store-South,Electronics,0,64,29.56,1768.96
2023-01-29,Store-South,Apparel,0,44,39.88,1056.48
2023-01-29,Store-South,Home & Kitchen,1,51,262.74,1581.36
2023-01-29,Store-South,Beauty,0,58,14.81,1157.02
